id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
3764,Jeb Bush,1.0,,,Negative,0.6742,,,,,,1,,,,,,,Arizona,
3780,Rand Paul,0.408,,,Neutral,0.341,,,,,,1,,,,,,,"Washington, DC  ",
3781,Donald Trump,0.4393,,,Negative,0.6628,,,,,,0,,,,,,,DC,
3801,Jeb Bush,1.0,,,Negative,1.0,,,,,,1,,,,,,,"Orange County, California",
3803,Scott Walker,1.0,,,Negative,0.6546,,,,,,0,,,,,,,"Carmel, IN | Honolulu, HI",
3803,Scott Walker,1.0,,,Negative,0.6546,,,,,,0,,,,,,,"Carmel, IN | Honolulu, HI",
3843,Jeb Bush,1.0,,,Negative,1.0,,,,,,0,,,,,,,Northwest Arkansas,
3861,Marco Rubio,0.4344,,,Positive,0.3295,,,,,,2,,,,,,,"Washington, DC",
3862,Mike Huckabee,1.0,,,Positive,0.6799,,,,,,5,,,,,,,Arkansas,
3864,Donald Trump,1.0,,,Neutral,0.6632,,,,,,0,,,,,,,Missouri,
3889,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Princeton, NJ",
3890,Mike Huckabee,1.0,,,Positive,1.0,,,,,,7,,,,,,,"Mount Airy, North Carolina",
3891,Donald Trump,1.0,,,Neutral,1.0,,,,,,0,,,,,,,Southern California,
3912,Donald Trump,1.0,,,Positive,1.0,,,,,,0,,,,,,,Kansas City,
3921,Mike Huckabee,1.0,,,Neutral,0.3485,,,,,,9,,,,,,,"Mount Airy, North Carolina",
3929,Mike Huckabee,1.0,,,Positive,1.0,,,,,,3,,,,,,,Arkansas,
3933,Scott Walker,1.0,,,Negative,1.0,,,,,,399,,,,,,,WI,
3934,Donald Trump,0.4444,,,Negative,0.6667,,,,,,0,,,,,,,"Austin, TX",
3948,Donald Trump,0.4605,,,Negative,0.6786,,,,,,0,,,,,,,"Sacramento, California",
3969,Donald Trump,1.0,,,Negative,0.7056,,,,,,0,,,,,,,"Nashville, TN USA",
3974,Mike Huckabee,1.0,,,Positive,1.0,,,,,,10,,,,,,,Arkansas,
4000,Marco Rubio,0.4536,,,Positive,0.6735,,,,,,0,,,,,,,California,
4006,Mike Huckabee,0.6777,,,Positive,1.0,,,,,,0,,,,,,,"Mount Airy, North Carolina",
4019,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,☀ Texas,
4024,Jeb Bush,1.0,,,Neutral,0.6629,,,,,,21,,,,,,,Colorado,
4025,Donald Trump,1.0,,,Negative,0.6785,,,,,,0,,,,,,,Seattle WA USA,
4028,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,NC USA,
4034,Donald Trump,1.0,,,Negative,0.6977,,,,,,0,,,,,,,"Camarillo, CA",
4036,Scott Walker,1.0,,,Negative,1.0,,,,,,1,,,,,,,"Baltimore, MD",
4042,Marco Rubio,1.0,,,Positive,1.0,,,,,,1,,,,,,,"Washington, DC",
4048,Scott Walker,1.0,,,Negative,1.0,,,,,,0,,,,,,,Minnesota,
4052,Donald Trump,1.0,,,Positive,0.6897,,,,,,8,,,,,,,"Greer, SC",
4055,John Kasich,1.0,,,Positive,1.0,,,,,,0,,,,,,,"New Orleans, LA",
4057,Rand Paul,0.6563,,,Negative,0.6771,,,,,,0,,,,,,,"Tampa, FL",
4060,Donald Trump,0.4053,,,Negative,0.6367,,,,,,2,,,,,,,"Greer, SC",
4067,Donald Trump,1.0,,,Negative,0.6705,,,,,,1,,,,,,,"Greer, SC",
4071,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,California Sierra Nevada,
4071,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,California Sierra Nevada,
4072,Donald Trump,0.4594,,,Negative,0.6778,,,,,,1,,,,,,,"Atlanta, Georgia",
4075,Donald Trump,0.4642,,,Negative,0.3516,,,,,,41,,,,,,,"Provo, Utah",
4076,,0.23399999999999999,,,Neutral,0.6264,,,,,,0,,,,,,,Northern Virginia ,
4077,Donald Trump,1.0,,,Negative,0.6662,,,,,,5,,,,,,,Tucson. AZ,
4117,Marco Rubio,0.6879,,,Positive,0.6879,,,,,,4,,,,,,,"Naples, FL USA",
4126,Ted Cruz,1.0,,,Negative,0.6703,,,,,,0,,,,,,,"Seattle, WA",
4129,Mike Huckabee,0.6715,,,Negative,0.6606,,,,,,24,,,,,,,"lexington, KY",
4138,Donald Trump,0.6603,,,Negative,0.6603,,,,,,0,,,,,,,"Austin, TX",
4144,Ben Carson,1.0,,,Negative,0.6629999999999999,,,,,,44,,,,,,,"Louisville, KY",
4151,Marco Rubio,0.4444,,,Positive,0.6667,,,,,,4,,,,,,,"Washington, DC",
4152,Donald Trump,0.6701,,,Neutral,0.3505,,,,,,14,,,,,,,Living in Georgia for now,
4156,Scott Walker,1.0,,,Negative,1.0,,,,,,22,,,,,,,"Knoxville, TN",
4167,Scott Walker,1.0,,,Negative,1.0,,,,,,223,,,,,,,"Knoxville, TN",
4176,Donald Trump,1.0,,,Negative,0.6126,,,,,,1,,,,,,,Atlanta Georgia,
4195,Donald Trump,1.0,,,Positive,0.6705,,,,,,1,,,,,,,PSL Florida,
4196,Donald Trump,1.0,,,Negative,1.0,,,,,,1,,,,,,,Northern Virginia ,
4197,Jeb Bush,1.0,,,Negative,0.6966,,,,,,69,,,,,,,NH & FL,
4197,Jeb Bush,1.0,,,Negative,0.6966,,,,,,69,,,,,,,NH & FL,
4199,Rand Paul,0.4102,,,Negative,0.6404,,,,,,0,,,,,,,"Westchester, NY/Providence, RI",
4200,Marco Rubio,1.0,,,Positive,1.0,,,,,,0,,,,,,,"Chesapeake, VA (Great Bridge)",
4210,Marco Rubio,1.0,,,Negative,0.6703,,,,,,0,,,,,,,"Huntsville, AL",
4220,Marco Rubio,0.3765,,,Neutral,0.6235,,,,,,25,,,,,,,"Atlanta, GA",
4225,Rand Paul,1.0,,,Negative,0.7139,,,,,,0,,,,,,,"Baltimore, MD",
4232,Ben Carson,0.4344,,,Positive,0.3295,,,,,,0,,,,,,,"Vero Beach, FL",
4233,Donald Trump,1.0,,,Positive,0.6859999999999999,,,,,,0,,,,,,,"Washington, DC",
4246,Donald Trump,0.4853,,,Negative,0.6966,,,,,,5,,,,,,,Northern Virginia ,
4250,Marco Rubio,1.0,,,Neutral,0.3448,,,,,,29,,,,,,,DC,
4251,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Salome, Texas",
4255,Mike Huckabee,1.0,,,Positive,1.0,,,,,,3,,,,,,,"Mount Airy, North Carolina",
4265,Donald Trump,1.0,,,Negative,0.6703,,,,,,0,,,,,,,"New York, NY",
4267,Donald Trump,1.0,,,Positive,0.3511,,,,,,0,,,,,,,"Dumont, NJ",
4278,Donald Trump,0.4181,,,Neutral,0.336,,,,,,0,,,,,,,Maryland,
4281,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Boise, ID",
4282,Jeb Bush,0.6813,,,Negative,0.6813,,,,,,0,,,,,,,"Phoenix, AZ",
4285,Donald Trump,1.0,,,Negative,0.6322,,,,,,172,,,,,,,Boise Idaho,
4289,Donald Trump,1.0,,,Negative,1.0,,,,,,31,,,,,,,the Florida Sunshine,
4291,Mike Huckabee,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Atlanta, Georgia",
4292,Donald Trump,0.3923,,,Negative,0.3297,,,,,,0,,,,,,,Georgia,
4301,Ted Cruz,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Fairbanks, AK",
4302,Rand Paul,0.228,,,Neutral,0.6565,,,,,,1,,,,,,,"Brooklyn, NY",
4316,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"St. Petersburg, Florida",
4317,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,Cheektowaga NY USA ,
4328,Donald Trump,0.4344,,,Negative,0.6591,,,,,,0,,,,,,,North Georgia,
4332,Donald Trump,1.0,,,Positive,0.6729,,,,,,1,,,,,,,the Florida Sunshine,
4334,Mike Huckabee,0.6813,,,Positive,1.0,,,,,,0,,,,,,,"Mount Airy, North Carolina",
4342,Ben Carson,0.2327,,,Neutral,0.3438,,,,,,18,,,,,,,"New York, New York",
4347,John Kasich,1.0,,,Positive,0.6564,,,,,,0,,,,,,,Washington DC,
4347,John Kasich,1.0,,,Positive,0.6564,,,,,,0,,,,,,,Washington DC,
4349,Donald Trump,0.2411,,,Positive,0.3579,,,,,,1,,,,,,,"Kent, OH",
4355,Rand Paul,1.0,,,Negative,0.6742,,,,,,0,,,,,,,New York City / Pittsburgh,
4356,Jeb Bush,1.0,,,Positive,0.7045,,,,,,0,,,,,,,"Santa Monica, California ",
4357,Donald Trump,1.0,,,Positive,0.6092,,,,,,0,,,,,,,"Blacksburg, VA",
4368,Donald Trump,1.0,,,Negative,0.6786,,,,,,17,,,,,,,"Chandler, Arizona",
4370,Donald Trump,1.0,,,Positive,0.7089,,,,,,0,,,,,,,"St. Louis, MO",
4381,Jeb Bush,1.0,,,Neutral,1.0,,,,,,0,,,,,,,"New York, NY",
4385,Donald Trump,1.0,,,Negative,0.6867,,,,,,93,,,,,,,"Paris, TN/Philadelphia, PA",
4390,Chris Christie,1.0,,,Neutral,1.0,,,,,,0,,,,,,,"Los Angeles, CA",
4392,Donald Trump,1.0,,,Negative,0.6751,,,,,,4,,,,,,,"Paris, TN/Philadelphia, PA",
4397,Donald Trump,1.0,,,Neutral,0.3603,,,,,,0,,,,,,,"Alexandria, VA",
4409,Donald Trump,0.4539,,,Negative,0.6737,,,,,,1,,,,,,,Texas,
4411,Donald Trump,1.0,,,Negative,0.7021,,,,,,0,,,,,,,"PDX, Oregon ☂  ",
4413,Jeb Bush,0.4545,,,Negative,0.6742,,,,,,0,,,,,,,"Raleigh, NC",
4422,Donald Trump,1.0,,,Neutral,0.6512,,,,,,2,,,,,,,"Waxahachie, Texas",
4437,Marco Rubio,1.0,,,Negative,1.0,,,,,,2,,,,,,,Colorado,
4452,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Salt Lake City, Utah",
4455,Donald Trump,0.4028,,,Positive,0.321,,,,,,0,,,,,,,Oklahoma,
4467,Scott Walker,1.0,,,Neutral,0.6451,,,,,,0,,,,,,,"Appleton, WI",
4476,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Orange County, California",
4489,Donald Trump,1.0,,,Negative,1.0,,,,,,4,,,,,,,"Hillsdale, MI",
4494,Donald Trump,1.0,,,Negative,0.6586,,,,,,9,,,,,,,Northern California,
4508,Donald Trump,0.2306,,,Positive,0.3478,,,,,,317,,,,,,,Chatt Nasty TN,
4509,Chris Christie,1.0,,,Negative,1.0,,,,,,163,,,,,,,"Los Angeles, CA",
4512,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,Ohio,
4519,Marco Rubio,1.0,,,Positive,1.0,,,,,,502,,,,,,,"Austin, Texas",
4520,Ben Carson,1.0,,,Negative,1.0,,,,,,1,,,,,,,"Hillsdale, MI",
4527,Ben Carson,1.0,,,Positive,0.3593,,,,,,104,,,,,,,Florida,
4528,Donald Trump,1.0,,,Neutral,1.0,,,,,,1,,,,,,,"Hillsdale, MI",
4536,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Salt Lake City, Utah",
4541,Donald Trump,0.3989,,,Neutral,0.3158,,,,,,57,,,,,,,"Boston, MA",
4546,Donald Trump,1.0,,,Positive,1.0,,,,,,0,,,,,,,"Brooklyn, NY",
4553,Rand Paul,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Dallas/Austin, Texas",
4559,John Kasich,1.0,,,Positive,0.6848,,,,,,0,,,,,,,"Washington, DC",
4560,Donald Trump,1.0,,,Negative,1.0,,,,,,1,,,,,,,NC,
4561,Rand Paul,0.6504,,,Negative,0.6429,,,,,,0,,,,,,,Virginia USA,
4570,Jeb Bush,1.0,,,Negative,1.0,,,,,,2,,,,,,,"West Hollywood, California",
4574,Scott Walker,1.0,,,Negative,0.6667,,,,,,0,,,,,,,"Lakewood, OH",
4582,Mike Huckabee,1.0,,,Neutral,1.0,,,,,,309,,,,,,,Kentucky,
4589,Donald Trump,1.0,,,Negative,1.0,,,,,,3,,,,,,,Beautiful North Georgia,
4595,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Austin, TX",
4605,Mike Huckabee,1.0,,,Positive,1.0,,,,,,3,,,,,,,South Carolina ,
4622,Chris Christie,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Broomall, PA",
4627,Ted Cruz,1.0,,,Positive,0.6667,,,,,,79,,,,,,,"Rockford, IL",
4630,Donald Trump,1.0,,,Neutral,1.0,,,,,,0,,,,,,,"Tucson, Arizona",
4644,Donald Trump,1.0,,,Negative,0.6813,,,,,,0,,,,,,,"Chicago, IL",
4652,Donald Trump,1.0,,,Neutral,0.6526,,,,,,0,,,,,,,"Minnesota ✈️ Washington, DC",
4652,Donald Trump,1.0,,,Neutral,0.6526,,,,,,0,,,,,,,"Minnesota ✈️ Washington, DC",
4657,Donald Trump,1.0,,,Negative,0.6667,,,,,,0,,,,,,,"San Francisco, CA",
4659,Chris Christie,1.0,,,Neutral,0.6304,,,,,,2,,,,,,,"Anaheim, CA",
4668,Donald Trump,1.0,,,Neutral,0.6471,,,,,,0,,,,,,,"Baltimore, MD",
4673,Donald Trump,0.4211,,,Negative,0.6489,,,,,,1,,,,,,,Washington State,
4676,Donald Trump,1.0,,,Negative,1.0,,,,,,1,,,,,,,"Austin, TX",
4678,Scott Walker,0.4259,,,Negative,0.6526,,,,,,0,,,,,,,"Minneapolis, Minnesota ",
4685,Mike Huckabee,1.0,,,Neutral,1.0,,,,,,2,,,,,,,South Carolina ,
4694,Donald Trump,1.0,,,Negative,0.6489,,,,,,1,,,,,,,Colorado,
4696,Donald Trump,0.6684,,,Negative,0.6684,,,,,,0,,,,,,,NJ ,
4697,,0.233,,,Negative,0.337,,,,,,5,,,,,,,New York  Metro Area ,
4706,John Kasich,1.0,,,Positive,1.0,,,,,,0,,,,,,,"New York, NY",
4709,Donald Trump,0.4108,,,Negative,0.6409999999999999,,,,,,2,,,,,,,"Carlsbad, CA",
4712,Ben Carson,0.6552,,,Positive,1.0,,,,,,1,,,,,,,Nebraska City,
4722,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Boston, MA",
4728,Donald Trump,0.4495,,,Neutral,0.375,,,,,,1,,,,,,,"Colorado Springs, Colorado USA",
4728,Donald Trump,0.4495,,,Neutral,0.375,,,,,,1,,,,,,,"Colorado Springs, Colorado USA",
4733,Rand Paul,1.0,,,Negative,1.0,,,,,,52,,,,,,,"Orlando, FL",
4741,Donald Trump,0.4398,,,Negative,0.6632,,,,,,0,,,,,,,"Grand Blanc, MI",
4746,Donald Trump,1.0,,,Negative,0.6774,,,,,,0,,,,,,,"Denver, CO",
4762,John Kasich,0.4793,,,Neutral,0.3516,,,,,,90,,,,,,,"Los Angeles, California",
4766,John Kasich,0.6315,,,Positive,0.665,,,,,,59,,,,,,,"Tyler, TX",
4769,Donald Trump,1.0,,,Negative,0.3596,,,,,,0,,,,,,,"Washington, DC",
4775,Donald Trump,1.0,,,Neutral,0.6404,,,,,,1,,,,,,,"Chicago, IL",
4777,Donald Trump,1.0,,,Negative,0.6577,,,,,,0,,,,,,,"Baltimore, MD",
4778,Ben Carson,1.0,,,Negative,1.0,,,,,,111,,,,,,,"Omaha, NE",
4780,Donald Trump,0.7033,,,Negative,0.6374,,,,,,1,,,,,,,"Cocoa Beach, Florida",
4791,Donald Trump,0.6286,,,Neutral,0.7027,,,,,,1,,,,,,,"New York, NY",
4799,Marco Rubio,0.6727,,,Negative,0.6745,,,,,,1,,,,,,,"Longview, Texas",
4814,John Kasich,1.0,,,Positive,0.654,,,,,,1,,,,,,,"Hillsdale, MI",
4817,Donald Trump,1.0,,,Positive,0.6383,,,,,,2,,,,,,,"Bowling Green, KY ",
4832,Donald Trump,1.0,,,Negative,0.6667,,,,,,0,,,,,,,"Washington, DC",
4852,Ted Cruz,0.4207,,,Negative,0.6486,,,,,,0,,,,,,,Northeast PA,
4871,Donald Trump,1.0,,,Negative,0.6531,,,,,,0,,,,,,,South Carolina,
4876,John Kasich,1.0,,,Negative,0.6872,,,,,,0,,,,,,,"South Florida, Nevada ✅",
4880,Donald Trump,0.6705,,,Negative,0.6477,,,,,,1,,,,,,,Republic of Texas,
4886,Donald Trump,0.4522,,,Negative,0.6724,,,,,,1,,,,,,,"Massapequa, NY",
4896,Jeb Bush,1.0,,,Positive,1.0,,,,,,1,,,,,,,"Lutz, FL",
4903,Donald Trump,1.0,,,Neutral,0.6535,,,,,,2,,,,,,,"Washington, DC",
4905,John Kasich,1.0,,,Positive,1.0,,,,,,5,,,,,,,Albany California ,
4906,Marco Rubio,1.0,,,Positive,1.0,,,,,,1,,,,,,,"Andrews, NC",
4915,Marco Rubio,0.405,,,Neutral,0.3182,,,,,,60,,,,,,,Lumberton NC,
4917,Donald Trump,1.0,,,Positive,0.6859999999999999,,,,,,0,,,,,,,"Santa Clara, CA",
4925,Donald Trump,1.0,,,Negative,0.6946,,,,,,1,,,,,,,"Atlanta, Georgia",
4930,Jeb Bush,1.0,,,Negative,1.0,,,,,,1,,,,,,,"Houston, TX",
4931,Donald Trump,1.0,,,Negative,0.6932,,,,,,0,,,,,,,"Brooklyn, NY",
4934,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Boston, MA",
4939,Donald Trump,0.4259,,,Negative,0.6526,,,,,,0,,,,,,,"Philadelphia, PA",
4941,Donald Trump,1.0,,,Negative,0.6772,,,,,,113,,,,,,,"Burlington, NC",
4943,Ben Carson,1.0,,,Positive,1.0,,,,,,54,,,,,,,Ohio ,
4945,Donald Trump,1.0,,,Neutral,0.6882,,,,,,0,,,,,,,"Nashville, TN",
4951,Donald Trump,0.4253,,,Negative,0.3478,,,,,,0,,,,,,,"Washington, DC",
4953,Donald Trump,1.0,,,Positive,0.6426,,,,,,0,,,,,,,Pennsylvania,
4962,Marco Rubio,0.6374,,,Positive,1.0,,,,,,1,,,,,,,"San Francisco, California",
4964,Mike Huckabee,1.0,,,Positive,1.0,,,,,,0,,,,,,,"New York, NY",
4978,Donald Trump,1.0,,,Neutral,0.66,,,,,,0,,,,,,,"PA in body, CA in spirit. ",
4978,Donald Trump,1.0,,,Neutral,0.66,,,,,,0,,,,,,,"PA in body, CA in spirit. ",
4983,Scott Walker,1.0,,,Positive,0.6813,,,,,,0,,,,,,,"Washington, DC",
4985,Marco Rubio,1.0,,,Positive,1.0,,,,,,1,,,,,,,"San Francisco, California",
4995,Ben Carson,1.0,,,Negative,1.0,,,,,,12,,,,,,,"Silicon Valley, CA ",
4996,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,Indiana,
5002,,0.2326,,,Positive,0.6318,,,,,,1,,,,,,,WA,
5005,Donald Trump,0.6702,,,Negative,0.6702,,,,,,0,,,,,,,"Atlanta, Georgia",
5007,Donald Trump,1.0,,,Negative,1.0,,,,,,1,,,,,,,NJ,
5026,Donald Trump,1.0,,,Negative,0.7048,,,,,,0,,,,,,,Colorado,
5037,Mike Huckabee,0.4563,,,Negative,0.6755,,,,,,0,,,,,,,DC,
5043,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"NYC & Myrtle Beach, SC",
5045,Donald Trump,0.4574,,,Negative,0.6763,,,,,,604,,,,,,,"Redmond, OR",
5053,Donald Trump,1.0,,,Negative,0.6458,,,,,,0,,,,,,,"Waco, TX",
5057,Donald Trump,1.0,,,Positive,0.3523,,,,,,5,,,,,,,Zozobra NM,
5080,Donald Trump,1.0,,,Neutral,0.6836,,,,,,0,,,,,,,Baton Rouge - DC - Narnia,
5084,John Kasich,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Seattle, WA",
5090,Mike Huckabee,0.4492,,,Positive,0.6702,,,,,,1,,,,,,,Texas,
5091,John Kasich,0.6771,,,Positive,1.0,,,,,,0,,,,,,,"Columbus, OH",
5122,Jeb Bush,0.4061,,,Negative,0.6372,,,,,,5,,,,,,,"Columbia, SC",
5124,Donald Trump,0.4204,,,Negative,0.6484,,,,,,74,,,,,,,"Palm Springs, CA USA",
5125,Donald Trump,1.0,,,Positive,0.6495,,,,,,0,,,,,,,"Emporia, Kansas",
5141,Donald Trump,1.0,,,Positive,0.3483,,,,,,0,,,,,,,"Los Angeles, CA",
5153,Donald Trump,1.0,,,Positive,0.6694,,,,,,0,,,,,,,"Des Moines, IA ",
5171,Ben Carson,1.0,,,Negative,1.0,,,,,,591,,,,,,,Miami Florida,
5192,Donald Trump,1.0,,,Positive,0.3596,,,,,,0,,,,,,,"New York, NY",
5197,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Santa Clara, CA",
5203,Jeb Bush,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Lake Elsinore, CA",
5207,Scott Walker,0.6477,,,Positive,0.6705,,,,,,0,,,,,,,"Olive Branch, MS",
5218,Donald Trump,0.2353,,,Positive,0.6702,,,,,,0,,,,,,,"Austin, TX",
5223,Donald Trump,1.0,,,Negative,0.6484,,,,,,0,,,,,,,Georgia,
5225,John Kasich,1.0,,,Positive,0.6667,,,,,,0,,,,,,,"Washington, DC",
5243,Ben Carson,1.0,,,Positive,1.0,,,,,,0,,,,,,,"Atlanta, GA",
5250,John Kasich,0.6395,,,Negative,1.0,,,,,,0,,,,,,,"Larose, LA",
5256,Donald Trump,0.6493,,,Negative,1.0,,,,,,0,,,,,,,"Seattle, Washington",
5265,Ted Cruz,1.0,,,Positive,1.0,,,,,,97,,,,,,,"Hotlanta, GA",
5268,Ted Cruz,1.0,,,Positive,1.0,,,,,,0,,,,,,,"Southfield, MI",
5271,Ted Cruz,1.0,,,Negative,0.6532,,,,,,0,,,,,,,"Dallas, Texas",
5277,Donald Trump,0.4205,,,Negative,0.6484,,,,,,0,,,,,,,"Shelbyville, IN",
5279,Donald Trump,1.0,,,Positive,0.6923,,,,,,0,,,,,,,"Atlanta, GA",
5288,Ted Cruz,1.0,,,Neutral,1.0,,,,,,94,,,,,,,The Republic of Texas,
5296,Donald Trump,0.7079,,,Negative,1.0,,,,,,5,,,,,,,"San Francisco, CA",
5300,Donald Trump,1.0,,,Negative,0.6135,,,,,,2,,,,,,,Colorado,
5307,,0.2279,,,Neutral,0.6486,,,,,,2,,,,,,,Los Angeles & Washington DC,
5307,,0.2279,,,Neutral,0.6486,,,,,,2,,,,,,,Los Angeles & Washington DC,
5312,Donald Trump,1.0,,,Neutral,1.0,,,,,,0,,,,,,,"Syracuse, NY",
5318,,0.2278,,,Neutral,0.3511,,,,,,0,,,,,,,"Grapevine, TX",
5323,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Augusta, GA",
5331,John Kasich,1.0,,,Positive,0.6652,,,,,,0,,,,,,,Illinois State University,
5341,Chris Christie,1.0,,,Positive,0.7045,,,,,,2,,,,,,,"Washington DC; New Market, MD",
5341,Chris Christie,1.0,,,Positive,0.7045,,,,,,2,,,,,,,"Washington DC; New Market, MD",
5347,Donald Trump,1.0,,,Negative,0.6583,,,,,,0,,,,,,,California ,
5354,Mike Huckabee,1.0,,,Positive,1.0,,,,,,4,,,,,,,"Mount Airy, North Carolina",
5361,Rand Paul,1.0,,,Positive,0.6934,,,,,,2,,,,,,,South Florida,
5365,Donald Trump,1.0,,,Negative,0.6703,,,,,,8,,,,,,,Central Florida,
5369,Donald Trump,0.4392,,,Neutral,0.6627,,,,,,0,,,,,,,"Nashville, Tennessee",
5370,Rand Paul,0.6875,,,Neutral,0.6875,,,,,,0,,,,,,,Kansas City ,
5372,John Kasich,0.647,,,Positive,0.647,,,,,,1,,,,,,,"Atlanta, GA",
5373,Ted Cruz,1.0,,,Positive,0.6797,,,,,,106,,,,,,,The Republic of Texas,
5374,John Kasich,1.0,,,Negative,0.6612,,,,,,100,,,,,,,"Kansas City, MO",
5374,John Kasich,1.0,,,Negative,0.6612,,,,,,100,,,,,,,"Kansas City, MO",
5375,Ben Carson,1.0,,,Neutral,0.6685,,,,,,1,,,,,,,AZ USA,
5376,Donald Trump,1.0,,,Negative,1.0,,,,,,9,,,,,,,"Ellicott City, Maryland",
5378,Jeb Bush,0.6484,,,Negative,1.0,,,,,,1,,,,,,,MO,
5388,,0.2285,,,Neutral,0.6466,,,,,,0,,,,,,,"Columbus, OH",
5396,Ted Cruz,1.0,,,Neutral,0.6413,,,,,,88,,,,,,,The Republic of Texas,
5404,Donald Trump,1.0,,,Negative,1.0,,,,,,8,,,,,,,"Ellicott City, Maryland",
5407,Donald Trump,1.0,,,Negative,1.0,,,,,,11,,,,,,,"Ellicott City, Maryland",
5411,Donald Trump,1.0,,,Neutral,0.6667,,,,,,10,,,,,,,"Ellicott City, Maryland",
5436,Ted Cruz,1.0,,,Positive,1.0,,,,,,18,,,,,,,The Republic of Texas,
5442,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,Michigan,
5462,Ben Carson,1.0,,,Positive,1.0,,,,,,0,,,,,,,Louisiana,
5463,Mike Huckabee,1.0,,,Neutral,0.6782,,,,,,3,,,,,,,"Ellicott City, Maryland",
5465,Donald Trump,0.3765,,,Neutral,0.3068,,,,,,0,,,,,,,"Jackson, MS",
5467,Donald Trump,1.0,,,Negative,0.6786,,,,,,0,,,,,,,Washington,
5488,Rand Paul,1.0,,,Negative,1.0,,,,,,1,,,,,,,New York,
5491,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,San Francisco CA,
5502,Donald Trump,1.0,,,Negative,1.0,,,,,,6,,,,,,,The Moors of Central PA,
5508,Jeb Bush,0.6608,,,Neutral,0.6608,,,,,,0,,,,,,,"Bartlesville, OK",
5517,Jeb Bush,1.0,,,Negative,0.6705,,,,,,122,,,,,,,Cheyenne Wyoming ,
5528,Ted Cruz,0.4293,,,Negative,0.3563,,,,,,31,,,,,,,"Los Angeles, CA",
5537,,0.2271,,,Neutral,0.6512,,,,,,0,,,,,,,"Lakewood, OH",
5542,Marco Rubio,1.0,,,Neutral,0.6395,,,,,,0,,,,,,,"Tallahassee, FL",
5543,Ted Cruz,1.0,,,Negative,1.0,,,,,,80,,,,,,,"Naples, Florida~Pittsburgh, PA",
5544,Donald Trump,1.0,,,Positive,0.3388,,,,,,0,,,,,,,"PDX, Oregon ☂  ",
5556,Donald Trump,1.0,,,Negative,1.0,,,,,,0,,,,,,,"Detroit, MI",
5569,Donald Trump,0.6517,,,Positive,0.6517,,,,,,0,,,,,,,"New York, NY",
5576,Ted Cruz,1.0,,,Negative,0.6484,,,,,,189,,,,,,,NM ✪Republic of Texas Expat,
5576,Ted Cruz,1.0,,,Negative,0.6484,,,,,,189,,,,,,,NM ✪Republic of Texas Expat,
5583,Rand Paul,0.6628,,,Negative,0.6859999999999999,,,,,,9,,,,,,,NM ✪Republic of Texas Expat,
5583,Rand Paul,0.6628,,,Negative,0.6859999999999999,,,,,,9,,,,,,,NM ✪Republic of Texas Expat,
5586,Donald Trump,1.0,,,Negative,0.3472,,,,,,0,,,,,,,Central FL,
5601,Ted Cruz,1.0,,,Positive,1.0,,,,,,0,,,,,,,Minnesota,
5608,Scott Walker,0.6778,,,Negative,0.6556,,,,,,0,,,,,,,"Lakewood, OH",
5614,Donald Trump,1.0,,,Negative,0.6966,,,,,,0,,,,,,,New York City,
5615,Marco Rubio,1.0,,,Positive,1.0,,,,,,0,,,,,,,"Charlotte, NC",
